gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000022548	10765.543498311381	1.2940634686497432	0.09126218096916328	2.2566681142292507e-47	2.4378785638018597e-43
ENSMUSG00000031425	65850.13697201818	-1.4782617071850723	0.1038160832155717	1.7459265871418002e-47	2.4378785638018597e-43
ENSMUSG00000032854	3486.505137409491	-1.9386129634939708	0.13821582213606093	8.24370677608095e-47	5.9371176201335e-43
ENSMUSG00000052229	815.7827979607991	-1.84471968575028	0.1322792517034141	4.540674700401075e-46	2.4526454394216405e-42
ENSMUSG00000004110	8651.499695119934	-1.1515459878361491	0.08288622798132876	7.266895985173919e-46	3.140171093113353e-42
ENSMUSG00000005397	1030.0999924259497	-1.2792612410784103	0.09277044848706012	5.042420118672411e-45	1.8157754847339352e-41
ENSMUSG00000006522	3851.099872312304	1.1021576871895147	0.08134707558053919	7.610252506999454e-44	2.34895879523186e-40
ENSMUSG00000045193	2343.0326474044628	1.584638999008539	0.12096844855124839	1.0855582869668243e-40	2.931821543525651e-37
ENSMUSG00000085873	381.89560820908656	1.5097344029003499	0.1154254189176262	1.4217652146046878e-40	3.4131843585276534e-37
ENSMUSG00000021186	722.6980831785204	1.5891590492309426	0.1224316047474756	5.1637031498853535e-40	1.1156697025642294e-36
ENSMUSG00000028364	486.4148079924395	-1.704917192378913	0.1364525808172698	1.963080696458402e-37	3.5345267939733527e-34
ENSMUSG00000110125	121.71515162190548	3.0279022430790987	0.25695138417523483	8.15022102352063e-36	1.2578119673870482e-32
ENSMUSG00000115529	152.41359965145816	-2.3156165969496665	0.20196329551612896	1.0345283508689575e-33	1.3970012218046685e-30
ENSMUSG00000050211	479.68928380969396	1.8707837572488353	0.16655667353862796	3.065314191463773e-31	3.679398801153682e-28
ENSMUSG00000050503	184.76036009410262	-2.7062003176977667	0.24977316861479362	3.0174444902559625e-31	3.679398801153682e-28
ENSMUSG00000027669	948.6904346146318	-1.0054419519344102	0.08984357786651873	4.66390620684464e-31	5.303597763425542e-28
ENSMUSG00000018566	386.6372138214035	1.3568632795518893	0.12393092116771073	1.423585720027388e-29	1.464666336519607e-26
ENSMUSG00000043872	758.1858523062895	-1.3132844572910456	0.12265047129308444	1.6713251110438472e-28	1.570028276052755e-25
ENSMUSG00000038173	601.0730490818511	-1.3677222352342935	0.1278846318644876	2.3145037258878146e-28	2.083631979230505e-25
ENSMUSG00000025533	676.916813089316	1.0749970185887876	0.10171096343932474	3.931089658404026e-28	3.3974049263790955e-25
ENSMUSG00000036151	122.60718041443099	-2.42917750542939	0.24587072139358349	1.5014033485560564e-26	1.201456324033413e-23
ENSMUSG00000097440	511.3471996977376	-1.3065745716059647	0.12953934962040847	1.0699754149620578e-25	7.0054208532334e-23
ENSMUSG00000006014	631.5955445561661	1.222937533958578	0.12290220383127749	3.1335181595244417e-25	1.9343655244195738e-22
ENSMUSG00000015852	197.7544567802938	-1.7560618139388304	0.1763279649274585	4.061377361149905e-25	2.4375033129168013e-22
ENSMUSG00000033880	976.2460987650893	1.4998292161966704	0.1514056866509763	1.0506798658871494e-24	6.13540248171831e-22
ENSMUSG00000027274	669.0650698777933	-1.1676915345635555	0.12157985853428648	8.14322678130461e-24	4.63006731149651e-21
ENSMUSG00000043924	179.36051750916093	1.5295042466003603	0.15892489886042355	1.6788024400438287e-23	9.300565517842811e-21
ENSMUSG00000025727	729.5401965966835	1.3233546714879396	0.14479795930665426	1.0565451864512082e-21	5.188117113287456e-19
ENSMUSG00000029700	139.2182480938359	-1.6239841668816302	0.17748795093169759	1.3495574945483537e-21	6.479675383824829e-19
ENSMUSG00000045838	552.5343048884394	1.2732851422067193	0.1405199353189028	1.834282072826172e-21	8.432233716060057e-19
ENSMUSG00000024136	284.4843726015492	-1.6116368121381919	0.1769628725139865	2.0266725435493683e-21	9.122559786651594e-19
ENSMUSG00000132973	300.0204069669437	-1.3138971014787642	0.14526625715829428	2.430343602896107e-21	1.0716327323300673e-18
ENSMUSG00000107451	212.31652225067884	1.2791926008688632	0.14170264096931767	2.5459273866790977e-21	1.1001461423317716e-18
ENSMUSG00000050063	522.7143478611906	-1.5373059886215565	0.16939332553375058	2.833160894643031e-21	1.2002602801893594e-18
ENSMUSG00000070436	1018.9389945115496	-1.0346998026858603	0.1155368944262518	3.3575009692543556e-21	1.3950416527251848e-18
ENSMUSG00000034164	360.09353651747426	-1.062545209583028	0.12018422086720862	9.171150981819598e-21	3.4164118640205904e-18
ENSMUSG00000116180	212.19578771316293	1.350440579282208	0.15280132398312102	1.7381829611028993e-20	6.25919684293154e-18
ENSMUSG00000060794	152.89637544375364	1.6970164774222596	0.1935525280008626	3.5007856117525146e-20	1.2006027607543625e-17
ENSMUSG00000055945	1680.1677211865465	-1.1080080672917962	0.12841997774279174	6.046698314436854e-20	2.00992251971881e-17
ENSMUSG00000043448	423.7088338630776	-1.4234864991563827	0.16437723923786016	9.905225391160997e-20	3.147239702962125e-17
ENSMUSG00000047945	980.940672389755	-1.1552752597536204	0.1386806786255303	8.221330196942109e-19	2.537572289073303e-16
ENSMUSG00000104674	109.61279541483151	1.7970385446503694	0.2153002524307411	8.887863591003018e-19	2.704664517566355e-16
ENSMUSG00000074252	133.69124897999896	1.4612866215749172	0.174762919705464	1.3322023891770222e-18	3.889670921697127e-16
ENSMUSG00000035929	182.50211506899723	1.3193937361432921	0.1595118500023592	2.050175049459604e-18	5.752737937483663e-16
ENSMUSG00000054072	138.02006291805694	1.5697251470599813	0.19020141764317477	3.4269431668643007e-18	9.492632572214114e-16
ENSMUSG00000030048	62.474522310326996	-2.5262270985212893	0.3297901775395653	4.20990517182623e-18	1.1452756494697973e-15
ENSMUSG00000005057	240.1627481107431	1.1788404065466178	0.14605102238077594	7.362367485005409e-18	1.93171461138663e-15
ENSMUSG00000089817	135.8297783783848	-1.6536326486725126	0.20390176676658484	9.84473372261659e-18	2.5322061525101673e-15
ENSMUSG00000005107	118.50410700458909	1.5104661701211426	0.1887419477974891	2.5946053590522798e-17	6.4435682054808685e-15
ENSMUSG00000120773	635.6259325913566	-1.0586054507612725	0.13452887181308665	3.4764622674123686e-17	8.483777312478925e-15
ENSMUSG00000030711	769.8892725697309	1.0781602009370406	0.13831751669807585	6.212159919551566e-17	1.4432250238906573e-14
ENSMUSG00000022769	268.8090520031589	-1.2929787207001298	0.1681459796829849	2.0188057407959088e-16	4.450848656697593e-14
ENSMUSG00000018727	102.06294237538701	-1.5767603451660328	0.2046102378013113	2.606847290946086e-16	5.6892467240587e-14
ENSMUSG00000113689	137.4475467561282	-1.4316531393998282	0.1910397512761934	1.207305414918519e-15	2.415281555067548e-13
ENSMUSG00000110016	175.267087301978	1.5167667655409158	0.20244044385413246	1.3208664664071095e-15	2.6182239333203676e-13
ENSMUSG00000049107	161.2058215630973	-1.524828552860575	0.20393775252144336	1.4841308975279809e-15	2.888840736215275e-13
ENSMUSG00000066245	220.3567367517256	1.1674369584045938	0.15845315968637327	1.7683987998185629e-15	3.4000172399765193e-13
ENSMUSG00000104093	139.38307032332008	1.336303747457455	0.18017822250702026	1.7782187731062977e-15	3.4000172399765193e-13
ENSMUSG00000114277	141.54592363166122	1.308548550383527	0.17880901895546983	3.444587518495237e-15	6.254097304588915e-13
ENSMUSG00000044177	240.13009065309527	1.4338914575560218	0.1958232611437446	4.288941171637173e-15	7.658418425982873e-13
ENSMUSG00000035711	177.1074242049947	-1.5315045359775998	0.21046156269695152	6.40199684305021e-15	1.0806370608667408e-12
ENSMUSG00000046879	318.00403741381956	1.1175385340403687	0.15670957070742644	9.573677180217182e-15	1.5670368875437307e-12
ENSMUSG00000079363	280.4934408404282	2.216546533952644	0.3306221563402672	2.0185156765930355e-14	3.1833612925889874e-12
ENSMUSG00000000791	119.84480178774723	1.3642781294656896	0.19254590499551616	2.0799649642098216e-14	3.2099802154798145e-12
ENSMUSG00000089769	90.80139044960036	-1.8032037606156681	0.2577213562311328	2.5719928721143984e-14	3.8324467582692204e-12
ENSMUSG00000036446	213.34519048674107	-1.0589394631702445	0.1516824253073626	2.8197135722109377e-14	4.172789824739008e-12
ENSMUSG00000046215	81.46111160008299	1.6669961970863088	0.23681932616340662	2.957495740728287e-14	4.317544119876714e-12
ENSMUSG00000078853	185.62499399313418	1.2407710226287463	0.17860253958807512	4.236186340511336e-14	6.101802804872528e-12
ENSMUSG00000027824	80.8481964418968	1.6377956350511247	0.23419086395917166	4.294080296714076e-14	6.144231714622803e-12
ENSMUSG00000022639	199.84462123830133	-1.0288103192855569	0.15180166665912384	1.2093637682102175e-13	1.593263022923778e-11
ENSMUSG00000086552	77.40202134641132	-1.583394384307102	0.2318054064236118	1.394133774684486e-13	1.8145574901104216e-11
ENSMUSG00000111360	25.196029947530572	3.182002431291186	0.5241566852570414	1.6382582078261764e-13	2.1195333436103215e-11
ENSMUSG00000027849	594.5180369336864	1.0270243425908607	0.1531430586438612	1.971779824179038e-13	2.5208446675273547e-11
ENSMUSG00000050121	470.22017411644055	-1.1441570248178998	0.17209206830760054	2.8585563429815335e-13	3.6118110144128074e-11
ENSMUSG00000021070	63.26350644111701	1.6403215460707363	0.24725501278776438	4.733115611011898e-13	5.777609937374185e-11
ENSMUSG00000076439	888.0404053028382	-1.0266289216461146	0.15646905529616262	5.244669050625903e-13	6.366085365608048e-11
ENSMUSG00000023393	42.428082498723654	2.011578959178881	0.31566451752931823	5.694127657308782e-13	6.873034757754946e-11
ENSMUSG00000099964	180.80107597754431	-1.0547092110489737	0.1635237725631673	1.0648972035118337e-12	1.2369983322084236e-10
ENSMUSG00000022622	38.70788831768408	1.9904558470625646	0.32109360912662177	1.8802182848494573e-12	2.1048702726661855e-10
ENSMUSG00000075020	387.8558098162706	-1.146305834993685	0.18109845204884736	2.3352329217221765e-12	2.6007753869448115e-10
ENSMUSG00000049721	289.7875755495349	-1.0357100624208107	0.16440391789816108	2.8625744209599523e-12	3.1555501499622823e-10
ENSMUSG00000032446	1069.3149200928747	-1.6234629370855846	0.2606569322948143	6.210683815284598e-12	6.513982257914517e-10
ENSMUSG00000110140	42.84168486736099	2.104204528652072	0.3584098992223954	7.292707369288342e-12	7.503154067659234e-10
ENSMUSG00000121184	212.40330575098676	-1.1427358441352842	0.18766448095797716	1.058415035478265e-11	1.0736204345795022e-9
ENSMUSG00000040554	22.884224002670017	2.995406472017658	0.5606929404312934	1.0708403697944678e-11	1.0744635250675948e-9
ENSMUSG00000028794	129.05717883545609	-1.2130551344163492	0.19911235336471644	1.1141116352735654e-11	1.0991550681150983e-9
ENSMUSG00000018339	59.186707694000894	1.6154563320867443	0.26442076726013314	1.281155043649007e-11	1.2302504832480198e-9
ENSMUSG00000120475	68.06405147250109	1.50339143937848	0.24750027299776553	1.7112711044728325e-11	1.6145730778707432e-9
ENSMUSG00000108081	36.505094756221716	1.9272792928894484	0.3311969757183117	2.423917006159157e-11	2.182131284794781e-9
ENSMUSG00000106056	180.6856299195989	1.0808440744952452	0.1822647676341545	2.7600318650400412e-11	2.458135114823647e-9
ENSMUSG00000092536	120.88101180955248	1.1618941256487794	0.19660090716562406	3.186710979285451e-11	2.8218064515754696e-9
ENSMUSG00000040564	94.09485520923866	1.4076559649503608	0.2371595730767769	3.694822131701515e-11	3.2189647974815697e-9
ENSMUSG00000108832	85.8586805585657	-1.6125981610737892	0.27444553498494373	4.9732151836096986e-11	4.247086452848662e-9
ENSMUSG00000104713	86.78779239202606	1.2554907568068032	0.21474361096965827	5.143985939377108e-11	4.375628354574087e-9
ENSMUSG00000032556	82.51616077289808	-1.451567748517475	0.2474472777795996	5.6762833983692503e-11	4.772053661679612e-9
ENSMUSG00000110729	28.152239937183303	2.5376453857524885	0.4914831698534662	5.995006518585455e-11	4.981850416944513e-9
ENSMUSG00000020286	20.078893724714447	2.871145494642241	0.5703345084741197	6.049632310735216e-11	5.007982977231612e-9
ENSMUSG00000047246	144.44408311838666	-1.0984783882418554	0.19084642186096945	7.724379752727174e-11	6.227348840948631e-9
ENSMUSG00000112295	48.61271280843228	1.6075334430872719	0.2783076886362577	8.758368039570324e-11	6.957106612608692e-9
ENSMUSG00000127251	439.69429842064943	1.0372530000931643	0.18471983094820857	1.7828529004887045e-10	1.3659687860978351e-8
ENSMUSG00000091405	27.16241458078844	-2.2866592039389912	0.4512097272411835	2.426188930701692e-10	1.813849067015251e-8
ENSMUSG00000072919	60.66114963589335	-1.5508939435924873	0.27754378388192413	2.599083585175405e-10	1.9100612224931907e-8
ENSMUSG00000048373	84.54527457898197	1.1731821299972929	0.21155577936039288	2.6354119587268826e-10	1.930193585771289e-8
ENSMUSG00000045725	85.16438316233463	1.3594138023844062	0.2451115331326037	3.164468596813038e-10	2.27905028342475e-8
ENSMUSG00000131495	96.11473931778018	-1.1666896919036507	0.2126928285386282	3.663351237250782e-10	2.612223327790112e-8
ENSMUSG00000029727	87.87217391723702	1.2466684293688923	0.22682075004865054	3.69496077043462e-10	2.6260961317766578e-8
ENSMUSG00000120226	56.33167464870155	1.6699161577313197	0.3056696711274167	4.1707345247125445e-10	2.9448656908803673e-8
ENSMUSG00000109460	47.9722257637569	-1.665120933254006	0.3085349170077714	5.920990709418012e-10	4.035612784469576e-8
ENSMUSG00000074934	150.86142092922097	1.1175845317635782	0.20794988571175363	6.598265624770595e-10	4.4411877597754974e-8
ENSMUSG00000109127	49.45814603499255	-1.7154419338218418	0.321744890647544	7.264525660304671e-10	4.844362389399467e-8
ENSMUSG00000059456	391.7624769259427	1.0434663389703818	0.19485798904385296	7.492208316045238e-10	4.957827083579526e-8
ENSMUSG00000016496	68.93471331420128	1.4108548350959316	0.2620883339927849	7.794016310009674e-10	5.1340706217703967e-8
ENSMUSG00000135861	102.89814569021667	1.3742621788107667	0.25738631621112634	9.595140812125098e-10	6.151709566373141e-8
ENSMUSG00000019874	494.7316041221744	-1.8913950104728277	0.36913458197523047	1.0845971425342742e-9	6.792407496114647e-8
ENSMUSG00000127364	127.8686983133142	1.0344485747216223	0.19589718242800494	1.1240869482731577e-9	7.01937069491036e-8
ENSMUSG00000111110	104.90810548478497	1.2168935225374862	0.2314394221700293	1.2876618969708405e-9	7.836964210127318e-8
ENSMUSG00000078922	51.86126937009411	1.6892962342261453	0.33199784446010655	2.5358889221914187e-9	1.4567818905327317e-7
ENSMUSG00000120418	20.584478436816003	-2.8173176365707073	0.6666023998926488	2.6884889830093833e-9	1.5246061146168174e-7
ENSMUSG00000116946	97.64992168021206	1.1219162679686723	0.21980845088764142	2.734443935062312e-9	1.540910799466614e-7
ENSMUSG00000085246	144.9451789797489	-1.0972881186538628	0.21670050289425288	3.3636452920409895e-9	1.82600301959391e-7
ENSMUSG00000109771	49.45364786619797	1.4606462098440665	0.28739910486851866	3.5337797838743453e-9	1.9087711502597277e-7
ENSMUSG00000106858	81.16712447843351	1.248567079987573	0.2471715714004834	3.776427679228768e-9	2.0196410009261573e-7
ENSMUSG00000032611	68.07149795962661	-1.3263268938210881	0.2631207574010552	4.18687367773713e-9	2.2171958990487362e-7
ENSMUSG00000099583	25.303598049632843	-2.2692305520111025	0.5077948264957286	4.2622282972594195e-9	2.251582019329756e-7
ENSMUSG00000022388	107.98986748540894	1.0070407811284465	0.20133768500992652	4.8622222332739924e-9	2.519260757125129e-7
ENSMUSG00000105368	127.8583924621856	-1.0531708406842455	0.21176991212974786	5.3902711386401436e-9	2.759767730366326e-7
ENSMUSG00000046718	217.14848708994137	1.089839709246724	0.21971500209283243	5.656553559690441e-9	2.8756587343687454e-7
ENSMUSG00000143017	77.50006510283605	1.271226213078389	0.255727603107782	5.686963245408661e-9	2.884331640382618e-7
ENSMUSG00000134258	89.54804490168891	1.481063663090007	0.2987618084323507	6.329461061488903e-9	3.172954424467036e-7
ENSMUSG00000098708	79.97835555377003	1.2566050445287893	0.2570560786370933	8.390678767256911e-9	4.1015612091708783e-7
ENSMUSG00000107008	96.46583481780007	-1.0250798030060615	0.21266576675396368	1.16348002239415e-8	5.524867992054507e-7
ENSMUSG00000062345	22.57202326883064	-2.358585254951217	0.57004567740344525	1.194491517162297e-8	5.659689412238726e-7
ENSMUSG00000032436	117.44152318057081	1.108567553831527	0.23070530581515591	1.1985215569761162e-8	5.666358153178548e-7
ENSMUSG00000079017	96.8885049544818	1.5336895963414532	0.3192209256922631	1.212186525536747e-8	5.718450233787545e-7
ENSMUSG00000140427	77.91315894385161	1.2410559927961546	0.2648983423173485	2.1490375018836193e-8	9.613272104699271e-7
ENSMUSG00000039110	97.81189790472519	-1.053738164180705	0.2268263500946385	2.5885380576798976e-8	1.141386801514936e-6
ENSMUSG00000087216	70.3206830550684	1.1625882885220096	0.25524707144267045	3.799937194428757e-8	1.6004179926477138e-6
ENSMUSG00000033847	68.80622248776628	-1.1642067064287616	0.2557151693875195	3.834310163946352e-8	1.6117530233895891e-6
ENSMUSG00000022025	76.44950007696146	-1.1386973792630781	0.25112196398160186	4.1619344614134986e-8	1.7326157220289025e-6
ENSMUSG00000114089	34.61746734004311	-1.6861389830360136	0.38152223719411227	4.453308330394732e-8	1.8362248050860416e-6
ENSMUSG00000062778	36.364553936952696	1.5186104531142373	0.33799901631209806	4.584229848382525e-8	1.883020344185415e-6
ENSMUSG00000121015	65.2565726702713	-1.4213693418817488	0.3152788626570468	4.664157143505593e-8	1.9085943038367775e-6
ENSMUSG00000007080	112.83298378523355	1.012805201199338	0.22398179832780896	4.693507019295119e-8	1.9169737742701387e-6
ENSMUSG00000085428	97.30285340998634	1.0412650322290433	0.23251170474212846	5.554101497761323e-8	2.2388417343401333e-6
ENSMUSG00000029149	85.5447585809712	-1.0760738454305334	0.2406415639210356	5.59453074586838e-8	2.2425868514885383e-6
ENSMUSG00000035429	72.49159105000113	1.2071532318207323	0.2701854291489856	5.580857957946035e-8	2.2425868514885383e-6
ENSMUSG00000106928	89.0252583875819	-1.210161824515328	0.2708722367063454	5.587816649267853e-8	2.2425868514885383e-6
ENSMUSG00000051627	29.233063278998355	-1.7553236720822754	0.4123938489914349	6.726028538866894e-8	2.6567197917871683e-6
ENSMUSG00000061816	54.96673076328323	1.3367334863346891	0.3066250192002261	8.795888888802778e-8	3.369574030699873e-6
ENSMUSG00000100807	57.51948403299497	-1.2554129622210686	0.2920459311901272	1.1351535953771867e-7	4.185346174354863e-6
ENSMUSG00000024430	65.55285241790541	1.0996703141669844	0.25617784231601753	1.1941480587804494e-7	4.3730106708492186e-6
ENSMUSG00000113252	148.35734036166286	-1.0142107941406477	0.23569284004596755	1.2133724860776837e-7	4.435892713061664e-6
ENSMUSG00000141869	57.83892786777038	-1.3889799637319433	0.3252280106810258	1.2259438644979304e-7	4.4667357734135384e-6
